पतलून,trousers 
तस्कर,moon-curser 
तस्कर,moon curser 
तस्कर,contrabandist 
तस्कर,runner 
आरामदेह,जैकेट lounging jacket 
पुरुष,गोष्ठी stag party 
धूम्रपान,करने वाला tobacco user 
प्रेम,में पागल taken with 
महत्व,कम करके पेश करना soft-pedal 
कोमल,तालु velum 
आसान,विकल्प easy option 
आसान,विकल्प the soft option 
दयालुता,tenderness 
जनानापन,womanishness 
स्त्रैणता,womanishness 
जनानापन,effeminateness 
जनानापन,effeminacy 
जनानापन,sissiness 
स्त्रैणता,sissiness 
स्त्रैणता,softness 
स्त्रैणता,effeminateness 
अस्पष्टता,fogginess 
अस्पष्टता,blurriness 
अस्पष्टता,indistinctness 
कोमलता,mildness 
कोमलता,gentleness 
कोमलता,balminess 
शिथिलता,poor shape 
उदारता,softness 
जनानापन,softness 
अस्पष्टता,softness 
कोमलता,softness
नरमी,softness
धीमापन,softness 
मंदी,softness 
कोमलता,softness 
शिथिलता,softness 
नरमी,softness 
सादे,ढंग से softly 
मंद,स्वर में बजाया जाने वाला softly 
हल्का,सा softly 
मृदुलता,से softly 
कुछ,नरम सा softish 
गुदा,मैतुन संबंधी sodomitical 
पशु,के साथ संभोग करना sodomise 
पशु,के साथ संभोग करना sodomize 
गुदा,मैथुन करना sodomize 
गुदा,मैथुन करना sodomise 
गुदा,मैथुन sodomy 
गुदा,मैथुन anal intercourse 
गुदा,मैथुन anal sex 
गुदा,मैथुन buggery 
लौंडेबाज़ी,sodomy 
सालेरेटस,saleratus 
खाने,का सोडा saleratus 
पक्का,thoroughgoing 
बाइकार्ब,bicarb 
बेकिंग,सोडा baking soda 
फ़िनेगल,का नियम Finagle's law 
निरा,gross 
पक्का,double-dyed 
निरा,consummate 
पक्का,complete 
परले,दर्जे का arrant 
प्रश्नोत्तर,ढंग से पूछताछ करना catechise 
पश्च-दीप्ति,afterglow
पश्च-प्रभाव,after-effect
पिछला,aft
उत्तर,चिंतन afterthought
लम्बा,समय age
लम्बा,समय long time
बहुत,साल years
लम्बा,समय years
बहुत,समय years
बड़ा,हो जाना age
वृद्धों,के प्रति अनुचित व्यवहार करनेवाला ageist
कार्यसूची,agendum
कर्मक,agent
एजेन्ट,agent
कर्ता,agent
कर्तु,agent
क्रोधित,करना aggravate
परेशानी,aggravation
क्रोध,aggravation
पैराग्वे,Paraguay 
एकत्र,करना aggregate
इकट्ठा,करना aggregate
पूर्ण,योग aggregate
संग्रह,aggregation
आक्रामकता,aggression
आक्रमणकारी,aggresive
तेज़ी,से फैलनेवाला aggressive
तेज़ी,से फैलनेवाला fast-growing
तेज़ी,से फैलनेवाला strong-growing
परिष्कृत,sophisticated 
व्यथित,aggrieved
असंतुष्ट,aggrieved
हक्काबक्का,disamayed
फुर्तीला,agile
व्यथित,agitated
द्राक्षासवशाला,winery 
उकसाना,agitate
चलाना,agitation
आश्रयस्थल,retreat 
हलचल,मचाना agitate
आन्दोलक,agitator
अनीश्वरवादी,agnostic
संशयवादी,agnostic
नास्तिकतावादी,agnostic
अनीश्वरवादी,agnostic
निर्जन,वनप्रांतर wilderness 
अपगामी,नदी billabong 
मिसाइल-विरोधी,antimissile 
हथियार,defense system 
हथियार,defence system 
क्रमानुसार,about 
ध्यान,आकर्षित करने वाला attention-getting 
गढ़,seat 
गढ़,citadel 
मजबूत,fortified 
पथ,pathway 
बनाम,versus 
नकारात्मक,पहलू downside 
प्रशिया,Prussia 
राजप्रतिनिधिअ,regent 
किताबों,की अल्मारी bookshelf 
तृणमणि,रंग amber 
तृणमणि,amber 
वीथी,vista 
अन्वेषण,research 
सुपाड़ी,betel nut 
सुपाड़ी,areca nut 
प्रतिपादित,करना propound 
विचारार्थ,सामने रखना propound 
आपाती,catastrophic 
गिन,enumerate 
गणना,करना enumerate 
व्यथा,agony
बहुत,a great deal
बहुत,ही very much 
पर्याप्त,quite a few
काफ़ी,सारा a good few
खुले,स्थान का भय agoraphobia
आरोग्य,बीमा health insurance 
काला,सोमवार Black Monday
काला,सोमवार Black Monday
काला,सोमवार Black Monday 
अंतरंग,insider 
घनिष्ठ,व्यक्ति insider 
अंदर,वाला व्यक्ति insider 
संरक्षणवाद,protectionsm 
नवप्रवर्तनशील,innovative 
काला,Black
काला,Black
बहुजनन,proliferation 
प्रचुरोद्भवन,proliferation 
प्रसरण,proliferation 
ग़ैर,non 
निधि,के रूप में संग्रह करना fund 
जैव,प्रौद्योगिकी biotechnology 
आँकड़ा,hook 
आँकड़ा,digit 
कार्यक्षेत्र,arena 
कार्यक्षेत्र,domain 
अव्यावसायिक,noncommercial 
अव्यावसायिक,non-commercial 
ग़ैर-व्यापारिक,non-commercial 
ग़ैर-व्यापारिक,noncommercial 
अपारंपरिक,non-traditional 
धक्का,impact 
आप्रवासी,immigration 
अनुकूल,agreeable
अनुरूप,agreeable
अनुरूप,accordant
अनुरूप,conformable
अनुरूप,concordant
निश्चित,specific 
पहचान,distinction 
पहचान,acquaintance 
पहचान,judgement 
परख,judgement 
सेल,फ़ोन cellular telephone 
